Year,SeqNumber,identity,Yrs_exp,Education,Top_J_Pubs,Ref_J_Pubs,Textbooks,Research_Books,Other_Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure_Req_Lvl,Tenure_Req_A,Tenure_Req_tot,Position,location,pub_prvt,Union,Country,Region,schl_deg,accredit,Accepted_ornot,Tch/Res,%_Summer,%_Budget,tot_J pubs
2006/2007,36,yes,7,Phd/DBA,0,2,3,0,6,"$87,000","$9,500",2,"$10,000","$2,500",4,2,4,7,Asst,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2006/2007,37,yes,16,Phd/DBA,1,14,0,0,0,"$81,000",NA,NA,"$4,000",NA,5,2,1,6,associate/tenure,suburban,public,Yes,England,NA,Doctorate,National,Have accepted,Teach (>4),0,1,15
2006/2007,38,yes,2,Phd/DBA,0,3,0,0,6,"$82,008",NA,NA,"$2,000","$2,000",8,1,0,3,Asst,suburban,public,Yes,USA,US W.,Masters,NA,Have accepted,Teach (>4),0,1,3
2006/2007,39,NA,0.5,Phd/DBA,1,2,0,0,7,"$101,250","$22,500",2,"$4,000","$3,000",4,2,3,9,Asst,suburban,public,NA,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,3
2006/2007,40,NA,NA,Phd/DBA,0,0,0,0,0,"$120,000",NA,NA,NA,NA,4,NA,NA,NA,associate/tenure,suburban,public,No,USA,US S.,Doctorate,National,might accept,Research (<=4),0,0,0
2006/2007,41,NA,25,MBA/MS,3,0,1,0,1,"$57,000",NA,6,$300,"$1,000",10,1,1,1,full/chair,suburban,public,No,USA,US S.,Masters,National,might accept,Teach (>4),0,1,3
2006/2007,42,yes,13,Phd/DBA,0,20,0,0,25,"$120,000",NA,NA,"$10,000","$10,000",4,2,0,10,assoc/not tenured,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,1,20
2006/2007,43,yes,1,Phd/DBA,0,1,0,0,0,"$91,000","$14,000",5,"$2,000","$2,500",8,2,0,4,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2006/2007,44,NA,6,Phd/DBA,0,2,0,0,0,"$24,000","$1,000",1,NA,NA,9,2,2,4,instructor,urban,private,No,Turkey,NA,Bachelor,Local,Have accepted,Teach (>4),1,0,2
2006/2007,45,yes,13,Phd/DBA,0,2,0,0,0,"$83,000",NA,NA,NA,"$5,000",8,NA,NA,NA,assoc/not tenured,unspecified,public,NA,USA,US S.,Bachelor,NA,Have accepted,Teach (>4),0,0,2
2007/2008,1,NA,5,Phd/DBA,0,1,0,0,11,"$92,000","$18,000",1,"$5,000","$2,000",4,1,0,3,Asst,urban,public,Yes,USA,US S.,Masters,Regional,Have accepted,Research (<=4),1,1,1
2007/2008,2,NA,6,Phd/DBA,NA,1,NA,NA,7,"$56,800",NA,NA,NA,NA,24,1,0,5,assoc/not tenured,suburban,public,Yes,Norway,NA,Masters,Regional,Have accepted,Teach (>4),0,0,1
2007/2008,3,yes,3,Phd/DBA,0,0,0,0,4,"$95,000","$5,000",3,"$1,000","$5,000",5,2,2,8,Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,0
2007/2008,4,yes,1,Phd/DBA,0,1,0,1,9,"$87,000","$11,000",3,"$15,000","$5,000",NA,1,3,NA,Asst,urban,private,No,USA,US W.,Doctorate,National,Have accepted,NA,1,1,1
2007/2008,5,yes,32,Phd/DBA,0,6,0,1,28,"$70,000",NA,NA,NA,NA,8,1,NA,3,associate/tenure,suburban,public,Yes,australia,NA,Doctorate,National,Have accepted,Teach (>4),0,0,6
2007/2008,6,yes,2,Phd/DBA,0,0,0,0,2,"$125,000","$20,800",6,"$1,500","$8,000",4,2,1,5,Asst,suburban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2007/2008,7,yes,1,Phd/DBA,1,1,0,0,5,"$125,000","$27,778",3,"$4,000","$6,000",3,2,4,6,Asst,suburban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,2
2007/2008,8,yes,14,Phd/DBA,1,16,0,0,25,"$95,000",NA,NA,NA,"$10,000",5,2,0,3,visitor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),0,0,17
2007/2008,9,yes,12,Phd/DBA,3,20,0,1,30,"$93,000",NA,NA,"$1,000","$4,750",8,1,0,4,assoc/not tenured,suburban,public,Yes,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,1,23
2007/2008,10,yes,0,Phd/DBA,0,0,0,0,0,"$90,000",NA,NA,"$3,000","$6,000",3,NA,NA,NA,assoc/not tenured,suburban,public,Yes,Canada,NA,Masters,Local,Have accepted,Research (<=4),0,1,0
2007/2008,11,yes,1,Phd/DBA,0,3,NA,NA,4,"$85,000",NA,NA,NA,"$1,000",4,2,0,7,instructor,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,3
2007/2008,12,NA,7,Phd/DBA,NA,1,NA,NA,5,"$18,000",NA,NA,NA,NA,30,1,1,4,instructor,urban,private,No,Turkey,NA,Bachelor,National,Have accepted,Teach (>4),0,0,1
2007/2008,13,NA,2,Phd/DBA,0,0,0,0,5,"$87,000",NA,NA,"$2,000",NA,6,2,0,4,Asst,rural,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2007/2008,14,yes,5,Phd/DBA,0,0,0,0,8,"$88,000",NA,NA,"$5,000",NA,9,2,0,1,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2007/2008,15,NA,0.2,Phd/DBA,0,3,NA,NA,9,"$68,000",NA,NA,"$1,000",NA,6,NA,NA,NA,instructor,urban,public,Yes,Canada,NA,Doctorate,National,Have accepted,Teach (>4),0,1,3
2007/2008,16,NA,NA,Phd/DBA,1,2,NA,NA,2,"$100,000","$10,000",2,"$4,000","$7,000",2,2,3,10,switched Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,3
2007/2008,17,yes,2,Phd/DBA,NA,1,NA,NA,3,"$91,000","$10,000",2,"$3,000","$5,000",3,1,1,10,Asst,urban,public,Yes,USA,US M.W.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2007/2008,18,yes,9,Phd/DBA,3,25,3,NA,45,"$143,500",NA,NA,NA,"$7,200",2,2,0,6,associate/tenure,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),0,0,28
2007/2008,19,NA,2,Phd/DBA,1,1,NA,NA,8,"$86,000","$2,000",2,NA,"$2,000",6,1,NA,5,Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,2
2007/2008,20,NA,3,Phd/DBA,1,2,0,0,10,"$87,500","$7,000",2,NA,"$2,500",6,2,0,3,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,3
2007/2008,21,yes,2,Phd/DBA,0,5,0,0,33,"$88,000",NA,NA,"$1,000",NA,6,2,0,6,switched Asst,suburban,private,No,USA,US W.,Masters,Regional,Have accepted,Teach (>4),0,1,5
2007/2008,22,yes,15,Phd/DBA,1,17,0,0,30,"$95,000",NA,NA,NA,"$10,000",5,1,1,4,visitor,urban,public,No,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,18
2007/2008,23,yes,6,Phd/DBA,1,7,NA,NA,23,"$95,000",NA,NA,"$4,000","$1,000",7,2,NA,NA,switched Asst,urban,public,No,UAE,NA,Masters,Regional,Have accepted,Teach (>4),0,1,8
2007/2008,24,yes,5,Phd/DBA,0,3,0,0,20,"$55,000",NA,NA,NA,NA,5,2,NA,NA,Asst,urban,public,Yes,France,NA,Doctorate,National,Have accepted,Teach (>4),0,0,3
2007/2008,25,NA,1,NA,0,0,NA,NA,5,"$79,000",NA,NA,NA,"$1,500",8,1,0,4,instructor,rural,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,0,0
2007/2008,26,NA,3,Phd/DBA,0,1,0,0,2,"$86,900",NA,NA,"$7,200","$3,000",6,2,1,6,switched Asst,urban,private,No,Lebanon,NA,Masters,Regional,Have accepted,Teach (>4),0,1,1
2007/2008,27,NA,2,Phd/DBA,4,2,NA,2,14,"$83,000","$3,000",3,NA,"$3,000",6,2,1,8,Asst,suburban,public,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,6
2007/2008,28,yes,3,Phd/DBA,0,4,0,1,8,"$95,000",NA,NA,"$1,000",NA,7,1,0,6,switched Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,4
2007/2008,29,yes,1,Phd/DBA,0,2,NA,NA,NA,"$105,000","$24,675",3,"$5,000","$12,000",4,2,25,75,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2007/2008,30,NA,3,Phd/DBA,NA,3,NA,NA,14,"$92,000","$5,000",1,"$1,000","$3,500",8,1,0,5,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2008/2009,1,yes,22,Phd/DBA,1,60,11,0,50,"$99,000",NA,NA,"$4,000","$10,000",24,2,1,40,full/chair,suburban,public,Yes,USA,US W.,Masters,National,might accept,Teach (>4),0,1,61
2008/2009,2,yes,2,Phd/DBA,0,1,0,0,6,"$107,000","$5,000",2,"$3,000","$3,000",5,1,NA,4,Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,1
2008/2009,3,yes,1,Phd/DBA,0,0,0,0,4,"$120,000","$26,667",3,"$3,500",NA,4,2,4,10,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,4,yes,1,Phd/DBA,0,0,0,0,10,"$125,000","$28,000",9,"$16,500","$5,000",2,3,10,10,Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,5,yes,1,Phd/DBA,0,0,0,0,7,"$96,000","$8,640",3,"$8,000",NA,4,1,0,5,Asst,suburban,public,No,USA,NA,Masters,National,Have accepted,Research (<=4),1,1,0
2008/2009,6,yes,1,Phd/DBA,0,0,0,0,7,"$115,000","$10,000",2,"$8,000","$4,000",5,2,5,5,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,0
2008/2009,7,yes,1,Phd/DBA,0,0,0,0,7,"$105,000","$14,000",3,NA,"$5,000",4,2,2,7,Asst,urban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,0,0
2008/2009,8,yes,10,Phd/DBA,1,14,NA,NA,66,"$48,000",NA,NA,"$4,000",NA,2.67,2,NA,NA,instructor,urban,public,Yes,Israel,NA,Doctorate,NA,Have accepted,Research (<=4),0,1,15
2008/2009,9,NA,2,Phd/DBA,0,3,NA,NA,6,"$110,000","$12,000",3,"$5,000","$7,000",5,1,2,5,Asst,urban,public,Yes,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,3
2008/2009,10,yes,12,Phd/DBA,NA,NA,NA,NA,NA,"$88,000","$15,000",2,"$2,000","$2,500",6,2,0,8,assoc/not tenured,suburban,public,NA,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,1,0
2008/2009,11,yes,3,Phd/DBA,0,3,0,0,5,"$90,000",NA,NA,"$1,200","$5,000",6,1,0,2,Asst,suburban,public,Yes,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,3
2008/2009,12,yes,12,NA,NA,NA,NA,NA,NA,"$108,500","$6,500",1,"$2,000","$2,500",6,1,0,8,assoc/not tenured,suburban,public,NA,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,0
2008/2009,13,yes,1,Phd/DBA,0,0,0,0,8,"$120,000","$26,667",3,"$5,000","$13,333",4,2,4,10,Asst,urban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,14,yes,3,Phd/DBA,1,4,0,0,22,"$95,000",NA,NA,"$1,000",NA,6,2,0,6,switched Asst,suburban,private,No,USA,US W.,Masters,Regional,Have accepted,Teach (>4),0,1,5
2008/2009,15,yes,1,Phd/DBA,0,1,0,0,7,"$60,000",NA,NA,"$3,000","$10,000",2,2,5,5,Asst,urban,private,NA,UK,NA,Doctorate,NA,Have accepted,Research (<=4),0,1,1
2008/2009,16,NA,4,Phd/DBA,0,2,0,0,6,"$88,000",NA,NA,"$1,000",NA,8,1,0,3,switched Asst,urban,private,NA,USA,NA,Masters,National,Have accepted,Teach (>4),0,1,2
2008/2009,17,yes,9,Phd/DBA,15,15,1,0,40,"$150,000",NA,NA,"$5,000","$10,000",3,2,15,30,associate/tenure,suburban,public,NA,USA,NA,Doctorate,National,might accept,Research (<=4),0,1,30
2008/2009,18,NA,3,Phd/DBA,1,2,NA,NA,6,"$86,000","$2,000",3,NA,"$2,000",6,1,0,7,switched Asst,rural,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,0,3
2008/2009,19,yes,3,Phd/DBA,0,4,0,0,6,"$86,000","$2,000",2,NA,"$1,000",6,1,0,5,Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Teach (>4),1,0,4
2008/2009,20,yes,3,Phd/DBA,0,4,0,0,6,"$105,000","$6,000",3,"$1,200","$3,000",4,2,2,7,Asst,suburban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,4
2008/2009,21,NA,3,Phd/DBA,0,1,0,0,3,"$68,000",NA,NA,NA,NA,8,1,0,3,Asst,rural,public,Yes,USA,US N.E.,Masters,Local,Have accepted,Teach (>4),0,0,1
2008/2009,22,yes,2,Phd/DBA,1,0,0,0,6,"$130,000","$29,000",3,"$2,500","$5,000",3,2,3,9,Asst,urban,private,No,USA,US N.E.,Bachelor,National,Have accepted,Research (<=4),1,1,1
2008/2009,23,yes,3,Phd/DBA,0,0,0,0,2,"$110,000","$12,100",2,"$3,000","$10,000",5,2,1,7,Asst,NA,mixed,NA,USA,US N.E.,Bachelor,National,Have accepted,Teach (>4),1,1,0
2008/2009,24,yes,1,Phd/DBA,0,1,0,0,6,"$120,000","$20,000",3,"$3,000","$5,000",2.5,2,3,6,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,1
2008/2009,25,yes,1,Phd/DBA,0,1,NA,NA,6,"$92,500",NA,NA,"$1,000",NA,4,1,0,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),0,1,1
2008/2009,26,NA,12,Phd/DBA,0,12,0,0,10,"$70,000","$4,375",1,"$1,500",NA,8,1,0,2,assoc/not tenured,suburban,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,1,12
2008/2009,27,NA,8,Phd/DBA,2,12,NA,NA,15,"$115,000",NA,NA,"$1,500","$3,000",4,2,2,8,associate/tenure,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),0,1,14
2008/2009,28,yes,1,Phd/DBA,0,0,0,0,3,"$120,000","$27,000",3,"$5,000","$7,000",3,2,4,6,Asst,urban,public,NA,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,29,yes,3,Phd/DBA,0,3,0,0,4,"$91,000",NA,NA,"$2,000","$2,500",6,2,0,6,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,3
2008/2009,30,NA,8,Phd/DBA,NA,20,NA,NA,60,"$95,000","$10,000",10,"$10,000","$12,000",12,2,6,12,assoc/not tenured,urban,public,No,Netherlands,NA,Doctorate,National,Have accepted,Teach (>4),1,1,20
2008/2009,31,NA,4,NA,2,1,NA,NA,5,"$100,000","$10,000",3,"$2,000","$20,000",4,2,NA,NA,Asst,urban,public,No,Canada,NA,Doctorate,National,Have accepted,Research (<=4),1,1,3
2008/2009,32,yes,0.5,Phd/DBA,0,3,0,0,4,"$125,000","$27,777",2,NA,NA,4,2,NA,NA,Asst,urban,private,NA,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,3
2008/2009,33,yes,0.5,NA,0,3,0,0,4,"$115,000","$14,357",3,"$2,000","$3,000",4,2,NA,NA,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,3
2008/2009,34,NA,11,Phd/DBA,21,7,3,0,NA,"$159,000",NA,NA,"$5,000",NA,4,2,2,12,full/chair,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,28
2008/2009,35,NA,2,Phd/DBA,1,8,0,0,20,"$98,000","$12,000",4,"$2,500","$2,500",6,2,NA,5,switched Asst,rural,public,NA,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,9
2008/2009,36,yes,3,Phd/DBA,1,0,0,0,7,"$97,500","$9,300",2,NA,"$3,000",5,2,1,6,Asst,rural,public,No,USA,US S.,NA,National,Have accepted,Teach (>4),1,0,1
2008/2009,37,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$76,000",NA,NA,NA,"$1,500",7,1,0,2,assoc/not tenured,NA,public,Yes,USA,US N.E.,NA,National,Have accepted,Teach (>4),0,0,0
2008/2009,38,NA,1,NA,1,NA,NA,NA,NA,"$137,000","$27,000",3,"$5,000","$7,000",3,3,5,7,Asst,urban,public,NA,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2008/2009,39,yes,1,Phd/DBA,NA,NA,NA,NA,NA,"$92,000",NA,NA,NA,"$1,000",6,2,NA,4,Asst,urban,public,Yes,USA,US M.W.,Masters,National,NA,Teach (>4),0,0,0
2009/2010,1,yes,8,Phd/DBA,NA,4,NA,1,14,"$15,000",NA,NA,NA,NA,8,1,0,1,instructor,suburban,private,NA,Turkey,NA,Bachelor,Regional,Have accepted,Teach (>4),0,0,4
2009/2010,2,yes,5,Phd/DBA,0,4,0,1,10,"$105,000","$20,000",3,"$6,000","$5,000",4,2,2,5,Asst,urban,private,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,4
2009/2010,3,NA,0.5,Phd/DBA,0,2,0,0,6,"$95,000",NA,NA,"$2,000","$2,000",6,2,0,7,Asst,suburban,public,NA,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,1,2
2009/2010,4,yes,2,Phd/DBA,1,1,1,NA,20,"$110,000","$20,000",2,"$3,000","$5,000",3,2,4,10,Asst,urban,mixed,Yes,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,2
2009/2010,5,NA,2,Phd/DBA,1,2,1,0,0,"$93,000","$5,000",4,NA,"$3,000",6,1,NA,NA,Asst,urban,NA,NA,USA,NA,Masters,National,Have accepted,Teach (>4),1,0,3
2009/2010,6,yes,1,Phd/DBA,2,0,0,0,3,"$91,500","$2,500",1,"$4,000","$2,000",6,2,0,4,Asst,suburban,private,No,USA,US N.E.,Masters,NA,Have accepted,Teach (>4),1,1,2
2009/2010,7,yes,2,Phd/DBA,0,2,0,0,4,"$85,000",NA,NA,"$6,000","$4,000",6,1,0,5,Asst,rural,private,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,1,2
2009/2010,8,yes,8,Phd/DBA,0,14,0,1,3,"$100,000",NA,NA,"$5,000","$3,500",12,1,0,0,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,14
2009/2010,9,NA,2,Phd/DBA,2,0,0,0,4,"$126,000",NA,NA,"$5,000","$10,000",4,2,20,80,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,2
2009/2010,10,NA,3,Phd/DBA,0,5,NA,NA,11,"$95,000",NA,NA,"$3,000","$3,000",6,2,0,5,Asst,urban,public,No,NA,NA,Masters,National,Have accepted,Teach (>4),0,1,5
2009/2010,11,NA,1,Phd/DBA,1,1,0,0,3,"$95,000",NA,NA,NA,"$1,000",6,2,0,5,Asst,urban,mixed,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,2
2009/2010,12,NA,1,Phd/DBA,1,1,NA,NA,NA,"$97,500",NA,NA,NA,"$10,000",8,NA,NA,NA,instructor,suburban,private,No,USA,US N.E.,Masters,National,might accept,Teach (>4),0,0,2
2009/2010,13,NA,1,Phd/DBA,0,1,0,0,1,"$80,000",NA,NA,NA,NA,8,1,0,2,Asst,suburban,private,No,USA,US M.W.,Masters,Regional,might accept,Teach (>4),0,0,1
2009/2010,14,NA,7,Phd/DBA,NA,1,NA,NA,3,"$85,000",NA,NA,NA,NA,4,1,0,6,Asst,urban,public,No,USA,US S.,Bachelor,Regional,Have accepted,Research (<=4),0,0,1
2009/2010,15,yes,1,Phd/DBA,0,1,NA,NA,NA,"$84,000",NA,NA,"$3,000",NA,10,0,0,0,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,1
2009/2010,16,NA,8,Phd/DBA,1,5,0,0,6,"$120,000",NA,NA,NA,"$2,000",4,2,1,6,switched Asst,suburban,public,Yes,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,6
2009/2010,17,NA,2,Phd/DBA,1,4,NA,NA,11,"$87,000",NA,NA,"$2,000","$1,000",6,1,0,3,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,1,5
2009/2010,18,NA,5,Phd/DBA,NA,1,NA,NA,3,"$80,000",NA,NA,"$3,000","$1,500",8,1,NA,5,switched Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,1
2009/2010,19,yes,0,Phd/DBA,0,2,0,0,6,"$95,000",NA,NA,"$2,000","$2,000",5,2,0,8,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,1,2
2009/2010,20,NA,5,Phd/DBA,0,8,NA,NA,30,"$60,000",NA,NA,"$3,000",NA,4,2,0,4,associate/tenure,urban,public,Yes,New Zealand,NA,Doctorate,National,Have accepted,Research (<=4),0,1,8
2009/2010,21,NA,9,Phd/DBA,0,0,0,0,10,"$88,000",NA,NA,"$2,000","$1,000",6,1,0,5,switched Asst,rural,public,No,USA,US W.,Doctorate,Regional,Have accepted,Teach (>4),0,1,0
2009/2010,22,NA,2,Phd/DBA,1,NA,NA,NA,5,"$90,000",NA,NA,"$2,000","$8,000",4,2,3,8,Asst,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),0,1,1
2009/2010,23,NA,0,Phd/DBA,1,1,NA,NA,4,"$72,000",NA,NA,NA,NA,5,1,NA,NA,Asst,rural,public,Yes,Canada,NA,Bachelor,NA,Have accepted,Teach (>4),0,0,2
2009/2010,24,yes,3,Phd/DBA,2,1,0,0,8,"$106,000","$11,660",2,"$2,500","$10,000",5,2,2,7,switched Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,3
2009/2010,25,NA,10,Phd/DBA,0,14,0,6,47,"$135,000",NA,NA,"$4,000",NA,7,NA,NA,NA,assoc/not tenured,urban,mixed,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,14
2009/2010,26,NA,10,Phd/DBA,0,14,0,6,47,"$65,000",NA,NA,"$1,500",NA,6,1,NA,NA,full/chair,urban,public,Yes,Fiji,NA,Masters,none,won't accept,Teach (>4),0,1,14
2009/2010,27,yes,2,Phd/DBA,0,1,0,0,6,"$59,432",NA,NA,"$1,000","$15,700",3,NA,NA,NA,Asst,urban,public,Yes,New Zealand,NA,Doctorate,Regional,Have accepted,Research (<=4),0,1,1
2010/2011,1,yes,4,Phd/DBA,0,4,0,0,7,"$100,000",NA,NA,NA,"$1,000",6,1,1,4,Asst,suburban,public,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,4
2010/2011,2,NA,2,Phd/DBA,0,0,0,0,5,"$87,000",NA,NA,"$1,500","$2,000",7,1,0,2,Asst,rural,private,No,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2011/2012,1,yes,1,Phd/DBA,1,2,NA,NA,6,"$115,000","$10,000",2,NA,"$5,000",4,2,3,6,Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,3
2011/2012,2,NA,9,Phd/DBA,4,31,0,0,58,"$116,000","$12,000",2,NA,"$5,000",4,2,3,10,associate/tenure,suburban,public,No,USA,NA,Doctorate,National,Have accepted,Research (<=4),1,0,35
2011/2012,3,yes,1,Phd/DBA,0,4,0,0,3,"$87,000",NA,NA,NA,"$3,000",6,1,0,2,Asst,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,4
2011/2012,4,yes,2,Phd/DBA,NA,1,NA,NA,4,"$125,000","$13,888",3,NA,"$5,000",4,2,NA,NA,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,0,1
2011/2012,5,NA,1,Phd/DBA,1,1,0,0,0,"$131,400","$18,650",1,"$45,000",NA,6,0,NA,NA,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,2
2011/2012,6,NA,15,Phd/DBA,2,10,1,0,11,"$101,000",NA,NA,NA,"$3,500",6,2,5,10,instructor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),0,0,12
2011/2012,7,yes,10,Phd/DBA,2,12,NA,6,25,"$110,000",NA,NA,NA,NA,NA,2,NA,NA,unspecified,unspecified,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14
2011/2012,8,yes,NA,Phd/DBA,0,1,NA,NA,NA,"$85,000",NA,NA,"$10,000","$9,300",NA,2,2,6,unspecified,unspecified,NA,NA,FRANCE,NA,NA,NA,NA,NA,0,1,1
2011/2012,9,NA,2,Phd/DBA,0,4,0,0,3,"$107,500","$13,500",5,"$4,000","$5,000",4,2,1,9,Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Research (<=4),1,1,4
2011/2012,10,NA,1,Phd/DBA,0,3,0,0,5,"$107,500","$13,500",5,"$4,000",$-,4,2,1,8,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,3
2011/2012,11,NA,2,Phd/DBA,NA,NA,NA,NA,NA,"$150,000","$33,000",3,NA,"$7,500",3,2,5,10,switched Asst,urban,public,NA,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2011/2012,12,NA,2,Phd/DBA,0,0,0,0,1,"$80,000",NA,NA,NA,NA,10.5,2,NA,4,Asst,suburban,public,NA,USA,US W.,Doctorate,National,won't accept,Teach (>4),0,0,0
2011/2012,13,NA,NA,Phd/DBA,2,50,2,NA,NA,"$95,000","$21,000",8,NA,NA,NA,1,0,3,switched Asst,urban,public,Yes,USA,US S.,Masters,Regional,Have accepted,NA,1,0,52
2011/2012,14,NA,2,Phd/DBA,NA,1,NA,NA,NA,"$84,000","$10,000",4,NA,NA,9,2,NA,4,Asst,rural,public,Yes,USA,US N.E.,Bachelor,Regional,Have accepted,Teach (>4),1,0,1
2011/2012,15,NA,1,Phd/DBA,1,15,1,2,55,"$95,000","$20,900",10,"$2,500",NA,6,2,1,3,Asst,urban,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,1,16
2012/2014,1,NA,1,Phd/DBA,1,1,NA,NA,4,"$115,000","$7,500",2,"$3,500","$4,000",5,2,2,6,Asst,urban,private,NA,USA,NA,Masters,National,might accept,Teach (>4),1,1,2
2012/2014,2,NA,3,Phd/DBA,1,1,NA,2,12,"$120,000","$23,000",1,"$6,200","$7,200",4,2,2,20,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,2
2012/2014,3,Yes,1,PhD/DBA,0,0,0,0,3,"$110,000","$16,500",2,"$8,000","$7,500",4,2,1,5,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
