Year,#,identity,Yrs_exp,Educ.,Top J Pubs,Ref J Pubs,Textbooks,Research Books,Other Pubs,Salary,Summer,summer_yrs,res_budget,move_supp,tch_load,Tenure Req Lvl,Tenure Req #A,Tenure Req #tot,Position,location,pub_prvt,Union?,Country,Region,schl_deg,accredit.,Accepted?,Tch/Res,%_Summer,%_Budget,tot_J pubs
2008/2009,25,yes,1,Phd/DBA,0,1,,,6," $92,500 ",,," $1,000 ",,4,1,0,10,Asst,suburban,public,No,USA,US S.,Doctorate,National,won't accept,Research (<=4),0,1,1
2008/2009,26,,12,Phd/DBA,0,12,0,0,10," $70,000 "," $4,375 ",1," $1,500 ",,8,1,0,2,assoc/not tenured,suburban,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,1,12
2008/2009,27,,8,Phd/DBA,2,12,,,15," $115,000 ",,," $1,500 "," $3,000 ",4,2,2,8,associate/tenure,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),0,1,14
2008/2009,28,yes,1,Phd/DBA,0,0,0,0,3," $120,000 "," $27,000 ",3," $5,000 "," $7,000 ",3,2,4,6,Asst,urban,public,,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2008/2009,29,yes,3,Phd/DBA,0,3,0,0,4," $91,000 ",,," $2,000 "," $2,500 ",6,2,0,6,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,3
2008/2009,30,,8,Phd/DBA,,20,,,60," $95,000 "," $10,000 ",10," $10,000 "," $12,000 ",12,2,6,12,assoc/not tenured,urban,public,No,Netherlands,,Doctorate,National,Have accepted,Teach (>4),1,1,20
2008/2009,31,,4,,2,1,,,5," $100,000 "," $10,000 ",3," $2,000 "," $20,000 ",4,2,,,Asst,urban,public,No,Canada,,Doctorate,National,Have accepted,Research (<=4),1,1,3
2008/2009,32,yes,0.5,Phd/DBA,0,3,0,0,4," $125,000 "," $27,777 ",2,,,4,2,,,Asst,urban,private,,USA,US N.E.,Masters,National,won't accept,Research (<=4),1,0,3
2008/2009,33,yes,0.5,,0,3,0,0,4," $115,000 "," $14,357 ",3," $2,000 "," $3,000 ",4,2,,,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,3
2008/2009,34,,11,Phd/DBA,21,7,3,0,," $159,000 ",,," $5,000 ",,4,2,2,12,full/chair,rural,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,28
2008/2009,35,,2,Phd/DBA,1,8,0,0,20," $98,000 "," $12,000 ",4," $2,500 "," $2,500 ",6,2,,5,switched Asst,rural,public,,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,9
2008/2009,36,yes,3,Phd/DBA,1,0,0,0,7," $97,500 "," $9,300 ",2,," $3,000 ",5,2,1,6,Asst,rural,public,No,USA,US S.,,National,Have accepted,Teach (>4),1,0,1
2008/2009,37,,2,Phd/DBA,,,,,," $76,000 ",,,," $1,500 ",7,1,0,2,assoc/not tenured,,public,Yes,USA,US N.E.,,National,Have accepted,Teach (>4),0,0,0
2008/2009,38,,1,,1,,,,," $137,000 "," $27,000 ",3," $5,000 "," $7,000 ",3,3,5,7,Asst,urban,public,,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2008/2009,39,yes,1,Phd/DBA,,,,,," $92,000 ",,,," $1,000 ",6,2,,4,Asst,urban,public,Yes,USA,US M.W.,Masters,National,,Teach (>4),0,0,0
2009/2010,1,yes,8,Phd/DBA,,4,,1,14," $15,000 ",,,,,8,1,0,1,instructor,suburban,private,,Turkey,,Bachelor,Regional,Have accepted,Teach (>4),0,0,4
2009/2010,2,yes,5,Phd/DBA,0,4,0,1,10," $105,000 "," $20,000 ",3," $6,000 "," $5,000 ",4,2,2,5,Asst,urban,private,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,4
2009/2010,3,,0.5,Phd/DBA,0,2,0,0,6," $95,000 ",,," $2,000 "," $2,000 ",6,2,0,7,Asst,suburban,public,,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,1,2
2009/2010,4,yes,2,Phd/DBA,1,1,1,,20," $110,000 "," $20,000 ",2," $3,000 "," $5,000 ",3,2,4,10,Asst,urban,mixed,Yes,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,2
2009/2010,5,,2,Phd/DBA,1,2,1,0,0," $93,000 "," $5,000 ",4,," $3,000 ",6,1,,,Asst,urban,,,USA,,Masters,National,Have accepted,Teach (>4),1,0,3
2009/2010,6,yes,1,Phd/DBA,2,0,0,0,3," $91,500 "," $2,500 ",1," $4,000 "," $2,000 ",6,2,0,4,Asst,suburban,private,No,USA,US N.E.,Masters,,Have accepted,Teach (>4),1,1,2
2009/2010,7,yes,2,Phd/DBA,0,2,0,0,4," $85,000 ",,," $6,000 "," $4,000 ",6,1,0,5,Asst,rural,private,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,1,2
2009/2010,8,yes,8,Phd/DBA,0,14,0,1,3," $100,000 ",,," $5,000 "," $3,500 ",12,1,0,0,switched Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,14
2009/2010,9,,2,Phd/DBA,2,0,0,0,4," $126,000 ",,," $5,000 "," $10,000 ",4,2,20,80,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,2
2009/2010,10,,3,Phd/DBA,0,5,,,11," $95,000 ",,," $3,000 "," $3,000 ",6,2,0,5,Asst,urban,public,No,,,Masters,National,Have accepted,Teach (>4),0,1,5
2009/2010,11,,1,Phd/DBA,1,1,0,0,3," $95,000 ",,,," $1,000 ",6,2,0,5,Asst,urban,mixed,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,2
2009/2010,12,,1,Phd/DBA,1,1,,,," $97,500 ",,,," $10,000 ",8,,,,instructor,suburban,private,No,USA,US N.E.,Masters,National,might accept,Teach (>4),0,0,2
2009/2010,13,,1,Phd/DBA,0,1,0,0,1," $80,000 ",,,,,8,1,0,2,Asst,suburban,private,No,USA,US M.W.,Masters,Regional,might accept,Teach (>4),0,0,1
2009/2010,14,,7,Phd/DBA,,1,,,3," $85,000 ",,,,,4,1,0,6,Asst,urban,public,No,USA,US S.,Bachelor,Regional,Have accepted,Research (<=4),0,0,1
2009/2010,15,yes,1,Phd/DBA,0,1,,,," $84,000 ",,," $3,000 ",,10,0,0,0,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),0,1,1
2009/2010,16,,8,Phd/DBA,1,5,0,0,6," $120,000 ",,,," $2,000 ",4,2,1,6,switched Asst,suburban,public,Yes,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,6
2009/2010,17,,2,Phd/DBA,1,4,,,11," $87,000 ",,," $2,000 "," $1,000 ",6,1,0,3,Asst,rural,public,No,USA,US M.W.,Bachelor,Regional,Have accepted,Teach (>4),0,1,5
2009/2010,18,,5,Phd/DBA,,1,,,3," $80,000 ",,," $3,000 "," $1,500 ",8,1,,5,switched Asst,urban,public,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,1
2009/2010,19,yes,0,Phd/DBA,0,2,0,0,6," $95,000 ",,," $2,000 "," $2,000 ",5,2,0,8,Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,1,2
2009/2010,20,,5,Phd/DBA,0,8,,,30," $60,000 ",,," $3,000 ",,4,2,0,4,associate/tenure,urban,public,Yes,New Zealand,,Doctorate,National,Have accepted,Research (<=4),0,1,8
2009/2010,21,,9,Phd/DBA,0,0,0,0,10," $88,000 ",,," $2,000 "," $1,000 ",6,1,0,5,switched Asst,rural,public,No,USA,US W.,Doctorate,Regional,Have accepted,Teach (>4),0,1,0
2009/2010,22,,2,Phd/DBA,1,,,,5," $90,000 ",,," $2,000 "," $8,000 ",4,2,3,8,Asst,urban,private,No,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),0,1,1
2009/2010,23,,0,Phd/DBA,1,1,,,4," $72,000 ",,,,,5,1,,,Asst,rural,public,Yes,Canada,,Bachelor,,Have accepted,Teach (>4),0,0,2
2009/2010,24,yes,3,Phd/DBA,2,1,0,0,8," $106,000 "," $11,660 ",2," $2,500 "," $10,000 ",5,2,2,7,switched Asst,suburban,public,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,3
2009/2010,25,,10,Phd/DBA,0,14,0,6,47," $135,000 ",,," $4,000 ",,7,,,,assoc/not tenured,urban,mixed,No,USA,US N.E.,Doctorate,National,Have accepted,Teach (>4),0,1,14
2009/2010,26,,10,Phd/DBA,0,14,0,6,47," $65,000 ",,," $1,500 ",,6,1,,,full/chair,urban,public,Yes,Fiji,,Masters,none,won't accept,Teach (>4),0,1,14
2009/2010,27,yes,2,Phd/DBA,0,1,0,0,6," $59,432 ",,," $1,000 "," $15,700 ",3,,,,Asst,urban,public,Yes,New Zealand,,Doctorate,Regional,Have accepted,Research (<=4),0,1,1
2010/2011,1,yes,4,Phd/DBA,0,4,0,0,7," $100,000 ",,,," $1,000 ",6,1,1,4,Asst,suburban,public,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,4
2010/2011,2,,2,Phd/DBA,0,0,0,0,5," $87,000 ",,," $1,500 "," $2,000 ",7,1,0,2,Asst,rural,private,No,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2011/2012,1,yes,1,Phd/DBA,1,2,,,6," $115,000 "," $10,000 ",2,," $5,000 ",4,2,3,6,Asst,urban,public,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,3
2011/2012,2,,9,Phd/DBA,4,31,0,0,58," $116,000 "," $12,000 ",2,," $5,000 ",4,2,3,10,associate/tenure,suburban,public,No,USA,,Doctorate,National,Have accepted,Research (<=4),1,0,35
2011/2012,3,yes,1,Phd/DBA,0,4,0,0,3," $87,000 ",,,," $3,000 ",6,1,0,2,Asst,rural,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,0,4
2011/2012,4,yes,2,Phd/DBA,,1,,,4," $125,000 "," $13,888 ",3,," $5,000 ",4,2,,,Asst,urban,private,No,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,0,1
2011/2012,5,,1,Phd/DBA,1,1,0,0,0," $131,400 "," $18,650 ",1," $45,000 ",,6,0,,,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,2
2011/2012,6,,15,Phd/DBA,2,10,1,0,11," $101,000 ",,,," $3,500 ",6,2,5,10,instructor,urban,public,No,USA,US W.,Doctorate,National,Have accepted,Teach (>4),0,0,12
2011/2012,7,yes,10,Phd/DBA,2,12,,6,25," $110,000 ",,,,,,2,,,unspecified,unspecified,,,,,,,, ,0,0,14
2011/2012,8,yes,,Phd/DBA,0,1,,,," $85,000 ",,," $10,000 "," $9,300 ",,2,2,6,unspecified,unspecified,,,FRANCE,,,,, ,0,1,1
2011/2012,9,,2,Phd/DBA,0,4,0,0,3," $107,500 "," $13,500 ",5," $4,000 "," $5,000 ",4,2,1,9,Asst,suburban,public,No,USA,US M.W.,Masters,National,won't accept,Research (<=4),1,1,4
2011/2012,10,,1,Phd/DBA,0,3,0,0,5," $107,500 "," $13,500 ",5," $4,000 ", $- ,4,2,1,8,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,3
2011/2012,11,,2,Phd/DBA,,,,,," $150,000 "," $33,000 ",3,," $7,500 ",3,2,5,10,switched Asst,urban,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,0,0
2011/2012,12,,2,Phd/DBA,0,0,0,0,1," $80,000 ",,,,,10.5,2,,4,Asst,suburban,public,,USA,US W.,Doctorate,National,won't accept,Teach (>4),0,0,0
2011/2012,13,,,Phd/DBA,2,50,2,,," $95,000 "," $21,000 ",8,,,,1,0,3,switched Asst,urban,public,Yes,USA,US S.,Masters,Regional,Have accepted, ,1,0,52
2011/2012,14,,2,Phd/DBA,,1,,,," $84,000 "," $10,000 ",4,,,9,2,,4,Asst,rural,public,Yes,USA,US N.E.,Bachelor,Regional,Have accepted,Teach (>4),1,0,1
2011/2012,15,,1,Phd/DBA,1,15,1,2,55," $95,000 "," $20,900 ",10," $2,500 ",,6,2,1,3,Asst,urban,public,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),1,1,16
2012/2014,1,,1,Phd/DBA,1,1,,,4," $115,000 "," $7,500 ",2," $3,500 "," $4,000 ",5,2,2,6,Asst,urban,private,,USA,,Masters,National,might accept,Teach (>4),1,1,2
2012/2014,2,,3,Phd/DBA,1,1,,2,12," $120,000 "," $23,000 ",1," $6,200 "," $7,200 ",4,2,2,20,Asst,suburban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,2
2012/2014,3,Yes,1,PhD/DBA,0,0,0,0,3," $110,000 "," $16,500 ",2," $8,000 "," $7,500 ",4,2,1,5,Asst,urban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,0
2012/2014,4,,5,Phd/DBA,0,12,0,0,30," $11,000 ",,," $3,500 ",,6,2,,,assoc/not tenured,urban,private,No,UAE,,Doctorate,none,Have accepted,Teach (>4),0,1,12
2012/2014,5,,2,Phd/DBA,1,4,0,3,15," $54,898 ",,3,,,4,,3,5,Asst,urban,public,Yes,Germany,,Doctorate,National,Have accepted,Research (<=4),0,0,5
2012/2014,6,,2,Phd/DBA,2,,,,," $150,000 "," $33,000 ",3," $10,000 "," $10,000 ",3,2,9,9,Asst,urban,private,No,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2012/2014,7,,3,Phd/DBA,2,1,,,3," $87,500 ",,," $1,500 ",,9,1,0,4,switched Asst,urban,private,No,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,3
2012/2014,8,,3,Phd/DBA,0,0,0,0,10," $120,000 "," $24,000 ",3,," $12,000 ",4,2,5,10,Asst,,private,No,USA,,Doctorate,Regional,Have accepted,Research (<=4),1,0,0
2012/2014,9,,1,Phd/DBA,1,1,,,1," $110,000 ",,," $13,000 "," $2,000 ",2,2,3,5,Asst,urban,public,No,Asia,,Doctorate,National,won't accept,Research (<=4),0,1,2
2012/2014,10,,17,Phd/DBA,6,10,,,," $175,000 ",,," $6,000 "," $12,000 ",3.5,2,2,6,full/chair,rural,public,Yes,USA,US M.W.,,National,Have accepted,Research (<=4),0,1,16
2012/2014,11,,6,Phd/DBA,1,2,0,0,5," $85,000 ",,,," $2,500 ",6,2,,,switched Asst,suburban,public,No,,,Masters,National,Have accepted,Teach (>4),0,0,3
2012/2014,12,,2,Phd/DBA,0,1,,,4," $125,000 "," $28,000 ",3," $10,000 "," $10,000 ",4,2,3,9,Asst,urban,private,,USA,US N.E.,Doctorate,National,won't accept,Research (<=4),1,1,1
2012/2014,13,,2,Phd/DBA,0,1,,,4," $120,000 "," $25,000 ",3," $8,000 "," $12,000 ",4,2,2,7,Asst,rural,,Yes,Canada,,Doctorate,National,won't accept,Research (<=4),1,1,1
2012/2014,14,,2,Phd/DBA,0,1,,,4," $131,000 ",,," $15,000 "," $3,500 ",3,,3,5,Asst,urban,public,,Asia,,Doctorate,National,Have accepted,Research (<=4),0,1,1
2012/2014,15,,2,Phd/DBA,0,1,,,4," $125,000 ",,," $10,000 "," $18,000 ",2,2,3,7,Asst,urban,mixed,,Europe,,Doctorate,National,won't accept,Research (<=4),0,1,1
2012/2014,,,7,,2,2,,,5," $135,000 "," $15,000 ",2," $3,000 "," $10,000 ",5,,2,7,switched Asst,urban,private,,USA,,,,won't accept,Teach (>4),1,1,4
2012/2014,8,,5,Phd/DBA,2,2,,,4," $81,500 "," $4,500 ",4," $1,800 "," $5,000 ",8,1,0,4,assoc/not tenured,rural,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,4
2012/2014,1,yes,3,Phd/DBA,0,4,,,8," $123,000 "," $27,000 ",2," $5,000 "," $5,000 ",3,2,3,9,Asst,suburban,mixed,,USA,US N.E.,Masters,National,Have accepted,Research (<=4),1,1,4
2012/2014,2,,5,Phd/DBA,0,11,0,0,8," $100,000 "," $10,000 ",1," $2,000 "," $5,000 ",6,2,0,5,switched Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,1,11
2012/2014,3,yes,16,Phd/DBA,4,17,0,0,5," $160,000 ",,," $2,400 "," $10,000 ",3,2,2,4,associate/tenure,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,21
2014/2015,1,,2,,1,1,,,," $130,000 "," $8,000 ",5,,,,,,,Asst,suburban,public,,USA,US W.,Doctorate,,, ,1,0,2
2014/2015,2,,10,,18,32,,,40," $135,000 ",,," $5,000 ",,4,,2,10,associate/tenure,urban,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),0,1,50
2014/2015,3,yes,7,Phd/DBA,2,8,,,3," $135,000 "," $10,000 ",2," $4,000 "," $10,000 ",4,2,3,10,switched Asst,suburban,public,No,USA,US W.,Doctorate,National,Have accepted,Research (<=4),1,1,10
2014/2015,4,,3,Phd/DBA,3,20,6,1,70," $120,000 "," $10,800 ",2," $4,500 "," $5,000 ",4,2,2,10,switched Asst,urban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,23
2014/2015,5,yes,1,Phd/DBA,2,0,0,0,7," $140,000 "," $28,000 ",3," $8,500 "," $5,000 ",4,2,4,9,Asst,urban,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,2
2014/2015,6,yes,2,Phd/DBA,0,1,0,0,14," $105,000 "," $8,000 ",2," $1,000 "," $8,000 ",6,2,1,2,Asst,suburban,public,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,1
2014/2015,7,yes,0.5,Phd/DBA,0,1,0,0,11," $105,000 ",,,," $3,000 ",4,2,3,10,Asst,suburban,public,Yes,USA,US N.E.,Bachelor,,Have accepted,Research (<=4),0,0,1
2014/2015,8,,10,Phd/DBA,1,60,0,1,30," $140,000 ",,,,,,2,,,associate/tenure,urban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted, ,0,0,61
2014/2015,9,,9,Phd/DBA,0,4,1,0,7," $97,000 ",,," $1,500 "," $2,000 ",8,1,0,4,switched Asst,suburban,public,No,USA,US S.,Bachelor,National,Have accepted,Teach (>4),0,1,4
2014/2015,10,,16,Phd/DBA,0,24,0,17,51," $155,000 ",,,,,4,,,,full/chair,urban,public,No,USA,US N.E.,Doctorate,Regional,won't accept,Research (<=4),0,0,24
2014/2015,11,,3,Phd/DBA,0,1,0,0,4," $95,700 ",,,," $3,000 ",3,1,1,10,Asst,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),0,0,1
2014/2015,12,,1,Phd/DBA,0,2,0,0,0," $125,000 "," $7,000 ",2," $3,000 "," $4,000 ",5,2,1,6,Asst,urban,private,No,USA,US M.W.,Masters,National,Have accepted,Teach (>4),1,1,2
2014/2015,13,,4,Phd/DBA,1,6,,,6," $122,000 "," $10,000 ",2," $2,400 ",,4,2,5,15,switched Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),1,1,7
2014/2015,14,,10,Phd/DBA,1,18,0,0,1," $95,000 ",,2,,,6,2,2,6,switched Asst,urban,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,0,19
2014/2015,15,yes,13,Phd/DBA,2,100,,,50," $110,000 ",,,,,6,2,,,full/chair,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),0,0,102
2014/2015,16,yes,16,Phd/DBA,4,17,0,0,5," $190,000 ",,," $2,400 "," $10,000 ",3,2,2,4,associate/tenure,urban,private,No,USA,US W.,Masters,National,Have accepted,Research (<=4),0,1,21
2014/2015,17,,2,Phd/DBA,1,0,0,,4," $103,000 "," $20,000 ",3," $3,000 "," $5,000 ",4,2,4,6,Asst,urban,public,Yes,USA,US W.,Masters,Regional,Have accepted,Research (<=4),1,1,1
2014/2015,18,yes,3,Phd/DBA,0,1,0,0,6," $150,000 "," $33,333 ",6," $7,000 "," $25,000 ",3,3,4,4,Asst,rural,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,1,1
2015/2016,1,yes,0.5,Phd/DBA,1,3,0,0,1," $105,000 "," $20,000 ",3,," $5,000 ",4,2,,,Asst,urban,public,Yes,USA,US W.,Masters,National,Have accepted,Research (<=4),1,0,4
2015/2016,2,yes,1,Phd/DBA,1,4,0,0,15," $130,000 "," $20,000 ",3," $3,000 "," $7,500 ",4,2,4,12,Asst,suburban,public,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),1,1,5
2015/2016,3,,3,Phd/DBA,0,0,0,0,5," $95,000 ",,," $4,000 "," $7,000 ",6,1,0,5,Asst,,public,,USA,,Masters,National,Have accepted,Teach (>4),0,1,0
2015/2016,4,,6,Phd/DBA,2,7,0,1,40," $64,000 ",,na," $3,500 "," $6,000 ",4,2,4,4,switched Asst,urban,public,Yes,Netherlands,,Doctorate,National,Have accepted,Research (<=4),0,1,9
2015/2016,5,,1,Phd/DBA,,2,,,4," $88,000 ",,, $- ," $1,500 ",5,2,0,6,Asst,suburban,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),0,0,2
2015/2016,6,,1,Phd/DBA,0,2,0,0,11," $102,000 "," $5,000 ",3," $1,600 "," $10,000 ",6,1,0,4,Asst,rural,public,Yes,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,2
2015/2016,7,,3,Phd/DBA,0,1,0,0,4," $140,000 "," $31,111 ",3," $4,000 "," $10,000 ",4,2,1,8,switched Asst,urban,public,No,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,1
2015/2016,8,,3,Phd/DBA,1,1,,,12," $110,000 "," $10,000 ",3," $4,000 "," $5,000 ",5,,1,5,Asst,suburban,private,No,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,1,2
2015/2016,9,,5,Phd/DBA,0,4,0,0,16," $90,000 ",,, $- ," $4,000 ",3,2,2,5,switched Asst,urban,public,No,USA,US W.,Masters,National,might accept,Research (<=4),0,0,4
2015/2016,10,,4,Phd/DBA,1,1,,,28," $73,228 ",,," $5,500 "," $20,000 ",2,2,2,12,switched Asst,urban,,,New Zealand,,Doctorate,,Have accepted,Research (<=4),0,1,2
2015/2016,11,yes,4,Phd/DBA,0,8,0,0,10," $135,000 "," $10,000 ",2," $2,500 ", $- ,5,2,1,6,switched Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,8
2015/2016,12,yes,1,Phd/DBA,1,2,0,0,4," $132,000 "," $10,000 ",2," $2,500 "," $6,000 ",5,2,1,6,Asst,urban,private,No,USA,US W.,Masters,National,Have accepted,Teach (>4),1,1,3
2015/2016,13,yes,1,Phd/DBA,2,1,,,," $170,000 ",,,," $8,000 ",3,2,,,Asst,unspecified,public,,USA,US S.,Doctorate,National,Have accepted,Research (<=4),0,0,3
2015/2016,14,yes,8,Phd/DBA,0,2,0,0,3," $80,000 ",,0," $2,500 ", $- ,8,0,0,0,switched Asst,urban,private,No,USA,US S.,Masters,Regional,Have accepted,Teach (>4),0,1,2
2015/2016,15,yes,5,Phd/DBA,2,3,,,30," $105,000 ",,0, $- ," $2,000 ",5,2,0,5,switched Asst,rural,public,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,5
2015/2016,16,,7,Phd/DBA,2,12,0,0,20," $100,000 "," $8,000 ",3,," $3,000 ",2,1,0,6,assoc/not tenured,suburban,public,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,0,14
2015/2016,17,,7,Phd/DBA,1,,,,10," $167,000 "," $2,000 ",,,,6,,,,instructor,suburban,public,Yes,USA,US M.W.,Doctorate,National,Have accepted,Teach (>4),1,0,1
2015/2016,18,,2,Phd/DBA,0,2,0,0,5," $80,000 ",,," $2,500 "," $5,000 ",6,1,5,1.5,Asst,rural,public,No,USA,US S.,Masters,Regional,might accept,Teach (>4),0,1,2
2015/2016,19,yes,3,Phd/DBA,0,0,0,0,4," $145,000 "," $32,000 ",3," $2,500 "," $10,000 ",4,2,8,8,Asst,suburban,public,Yes,USA,US N.E.,Doctorate,National,Have accepted,Research (<=4),1,1,0
2015/2016,20,yes,3,Phd/DBA,0,0,0,0,4," $100,000 "," $25,000 ",2," $2,500 "," $5,000 ",4,1,5,0,Asst,urban,public,No,USA,US M.W.,Doctorate,National,won't accept,Research (<=4),1,1,0
2015/2016,21,yes,3,Phd/DBA,0,0,0,0,4," $93,000 ",,, $- , $- ,6,1,4,0,Asst,rural,public,No,USA,US M.W.,Bachelor,National,won't accept,Teach (>4),0,0,0
2015/2016,22,yes,1,Phd/DBA,0,1,1,0,4," $130,000 "," $4,000 ",1, $- , $- ,6,1,,,Asst,suburban,private,Yes,USA,US N.E.,Masters,National,Have accepted,Teach (>4),1,0,1
2016/2017,004,,0,Phd/DBA,,,,,," $115,000 ",,,,,8,,,,Asst,,private,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),0,0,0
2016/2017,005,yes,0,Phd/DBA,,,,,," $70,000 ",,,,,9,,0,,Asst,,public,No,USA,US S.,Masters,Regional,won't accept,Teach (>4),0,0,0
2016/2017,006,yes,5,Phd/DBA,2,8,,,," $135,000 "," $20,000 ",3," $6,000 ",,4,,6,,switched Asst,,public,Yes,USA,US M.W.,Masters,National,Have accepted,Research (<=4),1,1,10
2016/2017,007,yes,3.5,Phd/DBA,2,6,,,," $105,000 ",,," $10,000 ",,4,,2,,switched Asst,,private,No,USA,US M.W.,Doctorate,National,Have accepted,Research (<=4),0,1,8
2016/2017,008,,3,Phd/DBA,0,3,,,," $108,000 "," $12,000 ",2,,,6,,0,,switched Asst,,public,No,USA,US S.,Masters,National,Have accepted,Teach (>4),1,0,3
2015/2016,009,yes,22,Phd/DBA,1,96,,,," $200,000 "," $17,500 ",3," $7,500 ",,2,,3,,full/chair,,public,Yes,USA,US S.,Doctorate,National,won't accept,Research (<=4),1,1,97
2015/2016,010,yes,22,Phd/DBA,1,96,,,," $190,000 "," $20,000 ",3," $3,000 ",,3,,3,,full/chair,,public,Yes,USA,US S.,Doctorate,National,Have accepted,Research (<=4),1,1,97
2016/2017,011,yes,0,Phd/DBA,,,,,," $98,000 ",,," $1,000 ",,6,,2,,Asst,,public,Yes,USA,US M.W.,Masters,Regional,Have accepted,Teach (>4),0,1,0
2016/2017,012,,5,Phd/DBA,0,0,,,," $70,000 ",,," $1,200 ",,24,,,,visitor,,private,No,USA,US S.,Masters,National,Have accepted,Teach (>4),0,1,0
2016/2017,013,,5,Phd/DBA,,,,,," $97,000 ",,," $1,500 ",,5,,,,Asst,,Mixed,Yes,USA,US N.E.,Bachelor,Regional,won't accept,Teach (>4),0,1,0
2016/2017,014,,5,Phd/DBA,,,,,," $72,000 ",,," $1,200 ",,8,,4,,Asst,,public,No,USA,US M.W.,Masters,,won't accept,Teach (>4),0,1,0
2016/2017,015,,5,Phd/DBA,,,,,," $88,000 ",,," $2,200 ",,6,,4,,switched Asst,,public,No,USA,US N.E.,Bachelor,National,might accept,Teach (>4),0,1,0
2016/2017,016,,1,Phd/DBA,,3,,,," $112,000 "," $6,000 ",2, $800 ,,6,,6,,Asst,,private,No,USA,US N.E.,Masters,National,won't accept,Teach (>4),1,1,3
2016/2017,017,,4,Phd/DBA,,,,,," $103,000 "," $5,000 ",," $2,000 ",,12,,,,switched Asst,,private,No,USA,US S.,Doctorate,National,Have accepted,Teach (>4),1,1,0
2016/2017,19,,0,Phd/DBA,,,,,," $108,000 "," $10,000 ",2, $- ,,4,,4,,Asst,,private,No,USA,US S.,Masters,National,Have accepted,Research (<=4),1,0,0
